GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET3001,ET3002,ET3003,ET3004,ET3005,ET3006,ET3007,ET3008,ET3009,ET3010,ET3011,ET3012,ET3013,ET3014,ET3015,ET3016,ET3017,ET3018,ET3019,ET3020,ET3021,ET3022,ET3023,ET3024,ET3025,ET3026,ET3027,ET3028,ET3029,ET3030,ET3031
GIS Join Match Code,Data File Year,State/US Abbreviation,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,American Indian/Alaska Native Area Class Code,Reservation/Trust Lands Code,Block Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,Consolidated Metropolitan Statistical Area,County Name,County Code,County Subdivision Code,County Subdivision Class Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Place Class Code,Place Description Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,Congressional District (103rd) Code,Area (land),Area (Water),Area Name/PSAD Term/Part Indicator,Functional Status Code,Internal Point (latitude),Internal Point (longitude),Political/Statistical Area Description Code,Under 1 year,1 and 2 years,3 and 4 years,5 years,6 years,7 to 9 years,10 and 11 years,12 and 13 years,14 years,15 years,16 years,17 years,18 years,19 years,20 years,21 years,22 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 and 61 years,62 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
"G2700190","1990","MN",,,,,,,,,,,,"99","Carver","019",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0000924905","0000049529","Carver County","A","+44820517","-093798077","06",800,1879,1882,894,866,2528,1603,1436,665,668,653,633,601,576,584,543,1876,4651,5084,4277,3448,2620,1984,1694,587,870,1228,938,769,544,534
"G2700210","1990","MN",,,,,,,,,,,,"99","Cass","021",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0005225816","0001027236","Cass County","A","+46946202","-094321938","06",262,632,640,378,338,1068,695,672,315,316,306,307,239,186,159,153,513,1285,1453,1501,1343,1204,1126,1153,543,821,1274,1122,844,534,409
"G2700230","1990","MN",,,,,,,,,,,,"99","Chippewa","023",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001509505","0000013016","Chippewa County","A","+45028511","-095563794","06",138,387,361,209,194,713,452,406,181,203,159,178,150,113,112,99,334,823,935,949,832,693,576,598,253,418,742,618,566,410,426
"G2700250","1990","MN",,,,,,,,,,,,"99","Chisago","025",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0001081778","0000064370","Chisago County","A","+45501668","-092908553","06",396,1068,1020,556,551,1694,1186,1050,503,486,470,424,430,362,324,267,962,2337,2619,2569,2183,1779,1350,1145,431,655,1053,901,768,516,466
"G2700270","1990","MN",,,,,,,,,,,,"99","Clay","027",,,"4","2520",,,,"9999","2","Minnesota","27",,,,"0002707293","0000019408","Clay County","A","+46898505","-096494530","06",630,1442,1469,747,718,2295,1471,1372,634,651,596,600,1273,2214,2031,1757,2698,3377,3757,3675,2895,2245,2017,1880,815,1181,1651,1502,1191,827,811
"G2700290","1990","MN",,,,,,,,,,,,"99","Clearwater","029",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002576443","0000090857","Clearwater County","A","+47572966","-095379988","06",93,236,256,127,145,439,294,278,149,125,137,140,110,88,71,63,207,475,560,555,521,431,450,364,144,238,387,374,339,257,256
"G2700310","1990","MN",,,,,,,,,,,,"99","Cook","031",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0003757411","0004892074","Cook County","A","+47725695","-090442163","06",41,107,113,45,64,170,105,105,46,38,53,49,41,25,30,30,75,223,332,371,313,247,206,189,81,131,187,175,131,88,57
"G2700330","1990","MN",,,,,,,,,,,,"99","Cottonwood","033",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001657637","0000023127","Cottonwood County","A","+44008642","-095183316","06",157,318,338,170,180,544,410,416,199,185,198,190,143,112,103,83,318,717,846,855,779,685,602,617,277,406,689,663,581,468,445
"G2700350","1990","MN",,,,,,,,,,,,"99","Crow Wing","035",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002581442","0000414216","Crow Wing County","A","+46486988","-094071825","06",523,1349,1299,689,673,2174,1447,1354,656,553,622,589,590,583,514,436,1354,2896,3297,3308,2826,2366,2074,2096,928,1410,2316,1926,1583,960,858
"G2700370","1990","MN",,,,,,,,,,,,"99","Dakota","037",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0001475566","0000043111","Dakota County","A","+44684800","-093064817","06",4630,10618,10287,5103,4894,14392,9116,8082,3821,3873,3707,3623,3295,3288,3248,3249,12210,28979,29807,25207,22097,16356,11463,9059,3184,4164,5901,4505,3346,2047,1676
"G2700390","1990","MN",,,,,,,,,,,,"99","Dodge","039",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001138354","0000000316","Dodge County","A","+44026862","-092862056","06",212,575,552,301,303,939,594,526,245,244,221,237,224,169,153,156,543,1230,1391,1251,952,827,672,580,218,334,597,515,384,286,300
"G2700410","1990","MN",,,,,,,,,,,,"99","Douglas","041",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001642890","0000221826","Douglas County","A","+45935996","-095454440","06",350,809,861,442,449,1481,981,863,409,387,381,367,417,460,404,303,838,1856,2195,2077,1765,1510,1275,1222,484,888,1407,1256,1084,718,735
"G2700430","1990","MN",,,,,,,,,,,,"99","Faribault","043",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001848369","0000020679","Faribault County","A","+43677100","-093947845","06",170,448,439,262,266,826,544,568,232,269,212,258,194,108,126,135,415,862,1247,1151,1014,912,796,869,407,538,917,889,786,566,511
"G2700450","1990","MN",,,,,,,,,,,,"99","Fillmore","045",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002230735","0000002328","Fillmore County","A","+43675073","-092088956","06",264,604,625,340,338,1047,682,631,326,314,305,305,285,220,184,164,587,1247,1516,1445,1203,1054,890,967,381,652,1071,1013,811,626,680
"G2700470","1990","MN",,,,,,,,,,,,"99","Freeborn","047",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001832855","0000038824","Freeborn County","A","+43670693","-093350258","06",392,954,910,519,452,1504,1016,956,478,458,451,440,397,362,312,323,984,2163,2461,2370,2167,1857,1716,1605,662,1005,1804,1481,1247,874,740
"G2700490","1990","MN",,,,,,,,,,,,"99","Goodhue","049",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001964742","0000056674","Goodhue County","A","+44414669","-092722337","06",510,1233,1260,739,674,2136,1340,1203,592,620,561,582,534,416,375,409,1283,3075,3322,3202,2745,2128,1849,1660,694,1084,1629,1479,1310,1010,1036
"G2700510","1990","MN",,,,,,,,,,,,"99","Grant","051",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001415316","0000074475","Grant County","A","+45931836","-096010788","06",71,151,178,79,101,326,191,185,85,82,74,94,67,25,39,28,129,352,414,399,371,310,311,321,138,229,357,367,323,233,216
"G2700530","1990","MN",,,,,,,,,,,,"99","Hennepin","053",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0001441695","0000128972","Hennepin County","A","+45003370","-093474888","06",14278,32657,30275,14801,14073,40849,25419,22726,10773,10984,10648,11326,11867,14162,15075,14979,52942,110302,106663,93206,77170,57082,44684,39353,15669,23511,36163,28335,21799,15687,14973
"G2700550","1990","MN",,,,,,,,,,,,"99","Houston","055",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001446374","0000027197","Houston County","A","+43674140","-091491156","06",268,587,612,323,319,918,661,561,283,252,265,263,238,184,176,148,572,1289,1565,1483,1239,890,803,812,346,509,818,693,596,398,426
"G2700570","1990","MN",,,,,,,,,,,,"99","Hubbard","057",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002389421","0000199124","Hubbard County","A","+47101128","-094913568","06",190,392,445,214,239,738,488,478,218,237,228,222,179,124,94,101,365,838,1107,1056,1022,867,804,779,313,537,838,640,555,351,280
"G2700590","1990","MN",,,,,,,,,,,,"99","Isanti","059",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0001137235","0000033176","Isanti County","A","+45564603","-093293388","06",348,810,889,470,476,1479,964,950,432,449,394,451,381,316,278,238,764,1992,2243,2251,1841,1593,1257,945,343,489,774,650,582,468,404
"G2700610","1990","MN",,,,,,,,,,,,"99","Itasca","061",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0006903104","0000680195","Itasca County","A","+47508489","-093626338","06",471,1042,1190,635,618,2076,1470,1335,655,701,696,669,566,474,423,351,1038,2305,3078,3444,2876,2395,1927,1929,801,1208,1989,1738,1387,807,569
"G2700630","1990","MN",,,,,,,,,,,,"99","Jackson","063",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001818041","0000045477","Jackson County","A","+43675021","-095156785","06",139,335,324,174,177,609,362,368,159,199,138,152,145,126,105,96,316,692,904,850,692,526,549,568,230,414,611,568,440,355,354
"G2700650","1990","MN",,,,,,,,,,,,"99","Kanabec","065",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001359628","0000021898","Kanabec County","A","+45947877","-093298400","06",190,375,414,189,263,726,506,389,197,201,215,220,158,142,124,119,351,902,1032,970,790,709,615,551,212,368,523,526,390,242,193
"G2700670","1990","MN",,,,,,,,,,,,"99","Kandiyohi","067",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002062178","0000170417","Kandiyohi County","A","+45152285","-095008118","06",474,1255,1244,650,650,2010,1337,1200,548,568,527,574,607,724,619,429,1291,2704,3240,3058,2417,1992,1685,1493,629,1025,1603,1467,1145,820,776
"G2700690","1990","MN",,,,,,,,,,,,"99","Kittson","069",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002841495","0000016665","Kittson County","A","+48775702","-096779888","06",73,159,177,78,69,294,165,175,82,82,66,86,59,46,39,42,124,334,419,442,350,291,270,260,126,208,310,314,258,184,185
"G2700710","1990","MN",,,,,,,,,,,,"99","Koochiching","071",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0008035172","0000134586","Koochiching County","A","+48259344","-093769353","06",176,436,420,228,211,718,511,444,243,225,243,294,242,228,187,152,558,1146,1337,1307,1140,973,824,805,316,498,754,629,506,313,235
"G2700730","1990","MN",,,,,,,,,,,,"99","Lac Qui Parle","073",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001981098","0000034158","Lac qui Parle County","A","+45000955","-096175301","06",102,231,272,131,123,438,282,267,130,147,107,129,100,44,51,44,167,478,653,644,488,459,402,433,218,326,551,480,417,298,312
"G2700750","1990","MN",,,,,,,,,,,,"99","Lake","075",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0005437445","0002309614","Lake County","A","+47525904","-091387847","06",99,256,270,139,139,432,324,307,122,163,140,144,132,77,70,81,223,620,791,813,664,594,614,666,273,442,580,463,370,240,167
"G2700770","1990","MN",,,,,,,,,,,,"99","Lake Of The Woods","077",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0003358463","0001238719","Lake of the Woods County","A","+48767539","-094903814","06",42,147,148,65,65,202,131,106,58,59,46,59,47,29,22,33,130,288,330,332,234,226,208,186,81,109,213,188,133,88,71
"G2700790","1990","MN",,,,,,,,,,,,"99","Le Sueur","079",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001161710","0000065682","Le Sueur County","A","+44374122","-093732401","06",311,709,768,379,414,1266,819,781,382,382,328,326,300,238,237,208,803,1690,1825,1706,1543,1272,1074,975,404,602,970,881,699,489,458
"G2700810","1990","MN",,,,,,,,,,,,"99","Lincoln","081",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001390979","0000029552","Lincoln County","A","+44408278","-096271639","06",67,145,152,95,103,333,235,231,123,103,94,120,78,41,45,42,137,374,384,444,346,351,367,350,159,234,425,425,354,268,265
"G2700830","1990","MN",,,,,,,,,,,,"99","Lyon","083",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001849903","0000018762","Lyon County","A","+44414472","-095840408","06",303,725,718,386,415,1286,826,718,335,362,335,330,443,666,561,471,1157,1734,1898,1786,1414,1161,1012,898,390,605,1006,963,805,544,536
"G2700850","1990","MN",,,,,,,,,,,,"99","McLeod","085",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001274117","0000035637","McLeod County","A","+44825547","-094271264","06",453,1036,1109,573,519,1563,1116,1029,475,472,457,480,418,380,350,344,1191,2556,2597,2447,2090,1702,1395,1235,499,802,1296,1121,957,739,629
"G2700870","1990","MN",,,,,,,,,,,,"99","Mahnomen","087",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001440486","0000069538","Mahnomen County","A","+47325652","-095810415","06",71,150,124,76,83,304,200,197,94,92,89,94,77,43,45,40,107,286,349,298,293,272,248,247,85,159,273,216,203,135,94
"G2700890","1990","MN",,,,,,,,,,,,"99","Marshall","089",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0004590185","0000105025","Marshall County","A","+48354070","-096377164","06",121,275,299,189,169,540,392,403,195,192,205,189,146,92,81,80,266,628,788,805,673,600,553,492,242,364,566,526,388,283,251
"G2700910","1990","MN",,,,,,,,,,,,"99","Martin","091",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001837296","0000052348","Martin County","A","+43677159","-094556724","06",278,611,700,351,355,1139,738,709,315,338,321,288,287,190,163,170,547,1421,1833,1732,1460,1202,1071,1008,489,652,1203,1087,944,693,619
"G2700930","1990","MN",,,,,,,,,,,,"99","Meeker","093",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001576191","0000094648","Meeker County","A","+45123002","-094527080","06",271,623,693,363,386,1090,728,684,333,337,318,301,248,200,188,182,604,1362,1541,1579,1277,1069,952,949,375,610,1024,881,732,499,447
"G2700950","1990","MN",,,,,,,,,,,,"99","Mille Lacs","095",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001487942","0000277914","Mille Lacs County","A","+45929539","-093632525","06",230,569,626,327,342,962,686,599,284,275,273,264,243,199,168,182,567,1282,1320,1401,1121,991,867,795,336,565,843,763,695,488,407
"G2700970","1990","MN",,,,,,,,,,,,"99","Morrison","097",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002912582","0000074646","Morrison County","A","+46011952","-094267570","06",386,957,995,546,559,1700,1163,1077,474,495,422,484,420,312,289,262,968,2054,2287,2152,1703,1418,1220,1283,532,828,1339,1172,907,643,557
"G2700990","1990","MN",,,,,,,,,,,,"99","Mower","099",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001842871","0000000543","Mower County","A","+43671811","-092750894","06",433,1034,974,593,573,1703,1148,1085,519,505,520,468,518,434,451,303,1064,2429,2713,2564,2242,1817,1729,1908,856,1275,2142,1886,1542,1056,901
"G2701010","1990","MN",,,,,,,,,,,,"99","Murray","101",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001824588","0000039080","Murray County","A","+44019820","-095761281","06",110,248,283,164,134,462,329,315,162,135,138,140,140,63,73,68,249,543,618,696,576,486,443,528,246,320,558,533,416,252,232
"G2701030","1990","MN",,,,,,,,,,,,"99","Nicollet","103",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001171514","0000037952","Nicollet County","A","+44342319","-094245463","06",375,798,853,468,427,1278,902,813,385,386,319,343,525,909,859,830,1387,2136,2274,2271,1893,1372,1124,1074,405,571,877,724,647,450,401
"G2701050","1990","MN",,,,,,,,,,,,"99","Nobles","105",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001853024","0000017889","Nobles County","A","+43672499","-095757316","06",241,571,541,329,301,970,669,576,271,311,295,256,268,289,256,193,625,1327,1533,1429,1143,1062,929,993,383,618,974,903,812,509,521
"G2701070","1990","MN",,,,,,,,,,,,"99","Norman","107",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002269613","0000001425","Norman County","A","+47331158","-096462563","06",71,213,199,107,119,402,263,278,118,139,121,123,81,56,55,38,173,461,545,538,462,404,374,430,162,262,459,388,361,295,278
"G2701090","1990","MN",,,,,,,,,,,,"99","Olmsted","109",,,"4","6820",,,,"9999","2","Minnesota","27",,,,"0001691371","0000003866","Olmsted County","A","+44002500","-092399150","06",1630,3854,3676,1838,1791,5212,3284,2840,1378,1403,1297,1325,1351,1458,1369,1216,4402,10323,11086,9017,7367,6211,4989,4078,1409,2062,3092,2501,2033,1484,1494
"G2701110","1990","MN",,,,,,,,,,,,"99","Otter Tail","111",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0005127788","0000635047","Otter Tail County","A","+46407904","-095713534","06",577,1390,1490,742,819,2495,1653,1488,756,683,656,694,609,571,506,424,1322,3010,3767,3650,3130,2655,2456,2629,1041,1656,2624,2394,2054,1414,1359
"G2701130","1990","MN",,,,,,,,,,,,"99","Pennington","113",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001596878","0000004670","Pennington County","A","+48065433","-096035563","06",152,393,355,217,179,613,451,390,215,190,200,207,217,276,244,178,461,907,975,947,877,724,587,551,220,331,547,523,463,362,354
"G2701150","1990","MN",,,,,,,,,,,,"99","Pine","115",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0003654908","0000060920","Pine County","A","+46139514","-092736161","06",245,582,623,341,365,1060,765,686,370,340,332,334,268,221,173,200,629,1539,1741,1598,1254,1136,1025,1020,407,663,1019,822,649,466,391
"G2701170","1990","MN",,,,,,,,,,,,"99","Pipestone","117",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001206701","0000000671","Pipestone County","A","+44024633","-096253818","06",112,345,338,168,171,534,348,329,154,144,154,152,155,118,104,77,287,676,744,666,598,453,454,471,223,323,600,520,431,320,322
"G2701190","1990","MN",,,,,,,,,,,,"99","Polk","119",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0005103577","0000070952","Polk County","A","+47774622","-096399564","06",410,968,975,559,525,1771,1046,1077,474,442,444,452,465,509,428,356,981,2089,2388,2388,1991,1629,1457,1400,579,910,1492,1435,1183,857,818
"G2701210","1990","MN",,,,,,,,,,,,"99","Pope","121",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001735782","0000122090","Pope County","A","+45593381","-095447317","06",134,292,317,191,176,552,391,336,148,145,141,137,127,73,71,70,230,587,737,743,647,540,475,514,234,352,631,607,493,341,313
"G2701230","1990","MN",,,,,,,,,,,,"99","Ramsey","123",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0000403568","0000037142","Ramsey County","A","+45015300","-093099608","06",7197,16464,15122,7623,7005,20713,12764,11384,5431,5539,5335,5527,6184,7906,8188,8151,25732,48182,46299,40318,33193,24853,19991,18601,7345,11330,17590,14374,11692,8051,7681
"G2701250","1990","MN",,,,,,,,,,,,"99","Red Lake","125",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001120026","0000000211","Red Lake County","A","+47876728","-096096495","06",55,133,136,73,69,264,170,145,64,82,79,84,42,43,40,25,111,284,331,322,273,227,211,207,90,127,213,222,178,123,102
"G2701270","1990","MN",,,,,,,,,,,,"99","Redwood","127",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002278870","0000003647","Redwood County","A","+44403638","-095253559","06",215,512,552,308,292,839,593,498,263,286,241,247,198,125,130,152,461,1111,1217,1157,1007,882,801,776,323,511,892,927,703,505,530
"G2701290","1990","MN",,,,,,,,,,,,"99","Renville","129",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002545900","0000011138","Renville County","A","+44723711","-094955440","06",229,504,551,295,294,912,577,563,272,264,226,235,217,145,127,118,458,1066,1358,1242,981,851,764,914,367,553,925,907,726,529,503
"G2701310","1990","MN",,,,,,,,,,,,"99","Rice","131",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001288741","0000048058","Rice County","A","+44356842","-093297478","06",542,1394,1465,765,747,2330,1622,1410,671,636,676,650,1194,1664,1646,1524,2096,3435,4023,3633,3077,2538,2135,1849,716,947,1544,1444,1115,818,877
"G2701330","1990","MN",,,,,,,,,,,,"99","Rock","133",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001250014","0000000595","Rock County","A","+43673485","-096247936","06",112,273,288,187,160,509,331,326,152,157,144,147,135,83,69,74,248,589,696,681,609,495,429,437,205,323,547,474,385,271,270
"G2701350","1990","MN",,,,,,,,,,,,"99","Roseau","135",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0004306020","0000040956","Roseau County","A","+48770346","-095799492","06",280,555,608,251,275,815,540,495,216,233,197,218,172,131,147,177,658,1391,1276,1086,837,767,615,519,197,340,553,490,438,315,234
"G2701370","1990","MN",,,,,,,,,,,,"99","St Louis","137",,,"4","2240",,,,"9999","2","Minnesota","27",,,,"0016124453","0001644308","St. Louis County","A","+47578363","-092462226","06",2008,5026,5151,2697,2672,8699,5833,5534,2754,2637,2663,2647,2986,3735,3280,2889,7286,12878,15353,16487,13763,10630,8911,8646,3753,5828,9487,8610,7329,4530,3511
"G2701390","1990","MN",,,,,,,,,,,,"99","Scott","139",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0000924135","0000030460","Scott County","A","+44654800","-093534941","06",1017,2248,2213,1107,1079,3199,2035,1744,856,880,801,822,715,736,652,664,2239,5645,6302,5176,4273,3355,2438,1859,633,917,1310,1025,820,544,542
"G2701410","1990","MN",,,,,,,,,,,,"99","Sherburne","141",,,"4","6980",,,,"9999","2","Minnesota","27",,,,"0001130708","0000037394","Sherburne County","A","+45440352","-093768105","06",672,1425,1551,773,747,2456,1608,1463,661,677,627,658,656,644,658,773,2197,3827,3846,3665,3071,2329,1642,1213,470,658,907,745,554,389,383
"G2701430","1990","MN",,,,,,,,,,,,"99","Sibley","143",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001524604","0000030418","Sibley County","A","+44579124","-094229375","06",184,452,431,220,228,735,477,498,227,239,194,197,195,133,125,132,382,980,1057,1021,834,714,694,742,305,433,605,683,543,367,339
"G2701450","1990","MN",,,,,,,,,,,,"99","Stearns","145",,,"4","6980",,,,"9999","2","Minnesota","27",,,,"0003482471","0000117593","Stearns County","A","+45554509","-094610041","06",1565,3648,3770,1995,1993,5979,3855,3598,1682,1694,1649,1581,2231,3811,3885,3542,7196,9855,9393,8444,6908,5166,4437,4282,1598,2558,3783,3162,2546,1606,1379
"G2701470","1990","MN",,,,,,,,,,,,"99","Steele","147",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001112572","0000006775","Steele County","A","+44023200","-093223964","06",445,971,992,531,505,1572,1040,975,460,432,431,438,446,403,351,355,1157,2495,2507,2499,1954,1557,1410,1199,529,781,1221,1058,885,580,550
"G2701490","1990","MN",,,,,,,,,,,,"99","Stevens","149",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001455845","0000034115","Stevens County","A","+45584629","-096000569","06",101,235,282,163,130,454,317,308,135,123,121,131,326,515,527,412,460,514,685,700,543,432,374,457,196,292,432,439,350,231,249
"G2701510","1990","MN",,,,,,,,,,,,"99","Swift","151",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001925845","0000022849","Swift County","A","+45286524","-095681915","06",112,284,280,164,151,532,348,395,167,146,151,152,126,62,68,74,275,626,814,714,613,529,491,495,221,357,640,574,493,371,299
