year,ncessch,school_code,district_code,school_name,enrollment_total_cde,enrollment_total_ccd,teacher_fte_cde,teacher_fte_ccd,status,enrollment,teacher_fte,closure_label,closure_confidence,last_year,years_to_last
2011,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,577.0,577.0,29.8,29.0,1.0,577.0,29.8,still_open,high,2024,13
2012,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,594.0,594.0,29.15,29.0,1.0,594.0,29.15,still_open,high,2024,12
2013,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,581.0,581.0,28.75,28.0,1.0,581.0,28.75,still_open,high,2024,11
2014,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,599.0,599.0,31.2145,31.0,1.0,599.0,31.2145,still_open,high,2024,10
2015,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,550.0,550.0,29.2,29.0,1.0,550.0,29.2,still_open,high,2024,9
2016,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,516.0,516.0,26.9,26.0,1.0,516.0,26.9,still_open,high,2024,8
2017,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,494.0,494.0,,26.0,1.0,494.0,26.0,still_open,high,2024,7
2018,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,466.0,466.0,27.4,27.0,1.0,466.0,27.4,still_open,high,2024,6
2019,080345001680,7562,0900,Saddle Ranch Elementary School,434.0,434.0,26.4,26.0,1.0,434.0,26.4,still_open,high,2024,5
2020,080345001680,7562,0900,Saddle Ranch Elementary School,370.0,370.0,,23.0,1.0,370.0,23.0,still_open,high,2024,4
2021,080345001680,7562,0900,Saddle Ranch Elementary School,341.0,341.0,,21.0,1.0,341.0,21.0,still_open,high,2024,3
2022,080345001680,7562,0900,Saddle Ranch Elementary School,353.0,353.0,22.4,22.0,1.0,353.0,22.4,still_open,high,2024,2
2023,080345001680,7562,0900,Saddle Ranch Elementary School,368.0,368.0,23.4,23.0,1.0,368.0,23.4,still_open,high,2024,1
2024,080345001680,7562,0900,Saddle Ranch Elementary School,355.0,355.0,23.4,23.0,1.0,355.0,23.4,still_open,high,2024,0
2001,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,473.0,473.0,26.7496,26.0,3.0,473.0,26.7496,still_open,high,2024,23
2002,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,500.0,500.0,27.7989,27.0,1.0,500.0,27.7989,still_open,high,2024,22
2003,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,543.0,543.0,28.6789,29.0,1.0,543.0,28.6789,still_open,high,2024,21
2004,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,614.0,614.0,31.6789,32.0,1.0,614.0,31.6789,still_open,high,2024,20
2005,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,680.0,680.0,35.6789,36.0,1.0,680.0,35.6789,still_open,high,2024,19
2006,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,681.0,681.0,38.1787,38.0,1.0,681.0,38.1787,still_open,high,2024,18
2007,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,670.0,670.0,37.1787,37.0,1.0,670.0,37.1787,still_open,high,2024,17
2008,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,671.0,671.0,38.2494,38.0,1.0,671.0,38.2494,still_open,high,2024,16
2009,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,654.0,654.0,36.9985,37.0,1.0,654.0,36.9985,still_open,high,2024,15
2010,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,663.0,663.0,33.699,33.0,1.0,663.0,33.699,still_open,high,2024,14
2011,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,625.0,625.0,31.1,31.0,1.0,625.0,31.1,still_open,high,2024,13
2012,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,609.0,609.0,32.1,32.0,1.0,609.0,32.1,still_open,high,2024,12
2013,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,588.0,588.0,31.21,31.0,1.0,588.0,31.21,still_open,high,2024,11
2014,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,577.0,577.0,31.1096,31.0,1.0,577.0,31.1096,still_open,high,2024,10
2015,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,540.0,540.0,28.0,28.0,1.0,540.0,28.0,still_open,high,2024,9
2016,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,522.0,522.0,27.0,27.0,1.0,522.0,27.0,still_open,high,2024,8
2017,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,492.0,492.0,,27.0,1.0,492.0,27.0,still_open,high,2024,7
2018,080345001736,2656,0900,ELDORADO ELEMENTARY SCHOOL,448.0,448.0,26.1,26.0,1.0,448.0,26.1,still_open,high,2024,6
2019,080345001736,2656,0900,Eldorado Elementary School,451.0,451.0,26.5,26.0,1.0,451.0,26.5,still_open,high,2024,5
2020,080345001736,2656,0900,Eldorado Elementary School,416.0,416.0,,28.0,1.0,416.0,28.0,still_open,high,2024,4
2021,080345001736,2656,0900,Eldorado Elementary School,420.0,420.0,,27.0,1.0,420.0,27.0,still_open,high,2024,3
2022,080345001736,2656,0900,Eldorado Elementary School,392.0,392.0,27.5,27.0,1.0,392.0,27.5,still_open,high,2024,2
2023,080345001736,2656,0900,Eldorado Elementary School,404.0,404.0,26.0,26.0,1.0,404.0,26.0,still_open,high,2024,1
2024,080345001736,2656,0900,Eldorado Elementary School,377.0,377.0,28.0,28.0,1.0,377.0,28.0,still_open,high,2024,0
2001,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,253.0,253.0,17.7831,17.0,3.0,253.0,17.7831,still_open,high,2024,23
2002,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,342.0,342.0,20.7827,20.0,1.0,342.0,20.7827,still_open,high,2024,22
2003,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,574.0,574.0,28.9818,29.0,1.0,574.0,28.9818,still_open,high,2024,21
2004,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,753.0,753.0,35.9899,36.0,1.0,753.0,35.9899,still_open,high,2024,20
2005,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,545.0,545.0,28.2238,29.0,1.0,545.0,28.2238,still_open,high,2024,19
2006,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,592.0,592.0,33.3426,33.0,1.0,592.0,33.3426,still_open,high,2024,18
2007,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,641.0,641.0,35.8924,35.0,1.0,641.0,35.8924,still_open,high,2024,17
2008,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,632.0,632.0,32.5656,32.0,1.0,632.0,32.5656,still_open,high,2024,16
2009,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,668.0,668.0,32.0805,32.0,1.0,668.0,32.0805,still_open,high,2024,15
2010,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,659.0,659.0,30.63,30.0,1.0,659.0,30.63,still_open,high,2024,14
2011,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,655.0,655.0,32.5,32.0,1.0,655.0,32.5,still_open,high,2024,13
2012,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,637.0,637.0,32.7,32.0,1.0,637.0,32.7,still_open,high,2024,12
2013,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,614.0,614.0,32.71,32.0,1.0,614.0,32.71,still_open,high,2024,11
2014,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,642.0,642.0,34.64,34.0,1.0,642.0,34.64,still_open,high,2024,10
2015,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,602.0,602.0,31.3,31.0,1.0,602.0,31.3,still_open,high,2024,9
2016,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,559.0,559.0,29.1,29.0,1.0,559.0,29.1,still_open,high,2024,8
2017,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,555.0,555.0,,28.0,1.0,555.0,28.0,still_open,high,2024,7
2018,080345001740,3928,0900,HERITAGE ELEMENTARY SCHOOL,485.0,485.0,27.8,27.0,1.0,485.0,27.8,still_open,high,2024,6
2019,080345001740,3928,0900,Heritage Elementary School,439.0,439.0,27.7,27.0,1.0,439.0,27.7,still_open,high,2024,5
2020,080345001740,3928,0900,Heritage Elementary School,390.0,390.0,,23.0,1.0,390.0,23.0,still_open,high,2024,4
2021,080345001740,3928,0900,Heritage Elementary School,372.0,372.0,,24.0,1.0,372.0,24.0,still_open,high,2024,3
2022,080345001740,3928,0900,Heritage Elementary School,372.0,372.0,21.9,21.0,1.0,372.0,21.9,still_open,high,2024,2
2023,080345001740,3928,0900,Heritage Elementary School,378.0,378.0,25.3,25.0,1.0,378.0,25.3,still_open,high,2024,1
2024,080345001740,3928,0900,Heritage Elementary School,377.0,377.0,26.0,26.0,1.0,377.0,26.0,still_open,high,2024,0
2001,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,794.0,794.0,48.0988,48.0,3.0,794.0,48.0988,still_open,high,2024,23
2002,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,879.0,879.0,52.9992,53.0,1.0,879.0,52.9992,still_open,high,2024,22
2003,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,922.0,922.0,51.6951,52.0,1.0,922.0,51.6951,still_open,high,2024,21
2004,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,957.0,957.0,55.7659,56.0,1.0,957.0,55.7659,still_open,high,2024,20
2005,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,967.0,967.0,55.3206,56.0,1.0,967.0,55.3206,still_open,high,2024,19
2006,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,935.0,935.0,54.9914,55.0,1.0,935.0,54.9914,still_open,high,2024,18
2007,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1028.0,1028.0,56.9988,57.0,1.0,1028.0,56.9988,still_open,high,2024,17
2008,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1071.0,1071.0,58.9988,59.0,1.0,1071.0,58.9988,still_open,high,2024,16
2009,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1040.0,1040.0,58.5319,58.0,1.0,1040.0,58.5319,still_open,high,2024,15
2010,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1052.0,1052.0,52.899,52.0,1.0,1052.0,52.899,still_open,high,2024,14
2011,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1017.0,1017.0,51.2,51.0,1.0,1017.0,51.2,still_open,high,2024,13
2012,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1056.0,1056.0,52.53,52.0,1.0,1056.0,52.53,still_open,high,2024,12
2013,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1119.0,1119.0,54.49,54.0,1.0,1119.0,54.49,still_open,high,2024,11
2014,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1131.0,1131.0,55.3987,55.0,1.0,1131.0,55.3987,still_open,high,2024,10
2015,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1153.0,1153.0,60.67,60.0,1.0,1153.0,60.67,still_open,high,2024,9
2016,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1192.0,1192.0,63.18,63.0,1.0,1192.0,63.18,still_open,high,2024,8
2017,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1151.0,1151.0,,62.0,1.0,1151.0,62.0,still_open,high,2024,7
2018,080345001747,6164,0900,MOUNTAIN RIDGE MIDDLE SCHOOL,1137.0,1137.0,62.55,62.0,1.0,1137.0,62.55,still_open,high,2024,6
2019,080345001747,6164,0900,Mountain Ridge Middle School,1088.0,1088.0,62.0,62.0,1.0,1088.0,62.0,still_open,high,2024,5
2020,080345001747,6164,0900,Mountain Ridge Middle School,994.0,994.0,,59.0,1.0,994.0,59.0,still_open,high,2024,4
2021,080345001747,6164,0900,Mountain Ridge Middle School,925.0,925.0,,49.0,1.0,925.0,49.0,still_open,high,2024,3
2022,080345001747,6164,0900,Mountain Ridge Middle School,865.0,865.0,44.5,44.0,1.0,865.0,44.5,still_open,high,2024,2
2023,080345001747,6164,0900,Mountain Ridge Middle School,842.0,842.0,47.6,47.0,1.0,842.0,47.6,still_open,high,2024,1
2024,080345001747,6164,0900,Mountain Ridge Middle School,752.0,752.0,45.9,45.0,1.0,752.0,45.9,still_open,high,2024,0
2001,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,336.0,336.0,24.8655,24.0,3.0,336.0,24.8655,still_open,high,2024,23
2002,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,736.0,736.0,45.5648,45.0,1.0,736.0,45.5648,still_open,high,2024,22
2003,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,1211.0,1211.0,68.9636,69.0,1.0,1211.0,68.9636,still_open,high,2024,21
2004,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,1662.0,1662.0,92.3207,92.0,1.0,1662.0,92.3207,still_open,high,2024,20
2005,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,1853.0,1853.0,102.4642,103.0,1.0,1853.0,102.4642,still_open,high,2024,19
2006,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,1949.0,1949.0,109.6974,109.0,1.0,1949.0,109.6974,still_open,high,2024,18
2007,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,1968.0,1968.0,110.6964,110.0,1.0,1968.0,110.6964,still_open,high,2024,17
2008,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,1968.0,1968.0,107.9315,107.0,1.0,1968.0,107.9315,still_open,high,2024,16
2009,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,1976.0,1976.0,103.6622,103.0,1.0,1976.0,103.6622,still_open,high,2024,15
2010,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2036.0,2036.0,97.483,97.0,1.0,2036.0,97.483,still_open,high,2024,14
2011,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2032.0,2032.0,94.44,94.0,1.0,2032.0,94.44,still_open,high,2024,13
2012,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2071.0,2071.0,89.97,89.0,1.0,2071.0,89.97,still_open,high,2024,12
2013,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2098.0,2098.0,97.04,97.0,1.0,2098.0,97.04,still_open,high,2024,11
2014,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2141.0,2141.0,106.7986,106.0,1.0,2141.0,106.7986,still_open,high,2024,10
2015,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2190.0,2190.0,105.22,105.0,1.0,2190.0,105.22,still_open,high,2024,9
2016,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2260.0,2260.0,111.37,111.0,1.0,2260.0,111.37,still_open,high,2024,8
2017,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2314.0,2314.0,,115.0,1.0,2314.0,115.0,still_open,high,2024,7
2018,080345001748,6165,0900,MOUNTAIN VISTA HIGH SCHOOL,2332.0,2332.0,114.0,114.0,1.0,2332.0,114.0,still_open,high,2024,6
2019,080345001748,6165,0900,Mountain Vista High School,2381.0,2381.0,115.6,115.0,1.0,2381.0,115.6,still_open,high,2024,5
2020,080345001748,6165,0900,Mountain Vista High School,2367.0,2367.0,,117.0,1.0,2367.0,117.0,still_open,high,2024,4
2021,080345001748,6165,0900,Mountain Vista High School,2365.0,2365.0,,116.0,1.0,2365.0,116.0,still_open,high,2024,3
2022,080345001748,6165,0900,Mountain Vista High School,2259.0,2259.0,111.4,111.0,1.0,2259.0,111.4,still_open,high,2024,2
2023,080345001748,6165,0900,Mountain Vista High School,2217.0,2217.0,107.8,107.0,1.0,2217.0,107.8,still_open,high,2024,1
2024,080345001748,6165,0900,Mountain Vista High School,2169.0,2169.0,92.4,92.0,1.0,2169.0,92.4,still_open,high,2024,0
2000,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,,506.0,25.971,26.0,3.0,506.0,25.971,still_open,high,2024,24
2001,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,559.0,559.0,38.6735,38.0,1.0,559.0,38.6735,still_open,high,2024,23
2002,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,561.0,561.0,34.2719,34.0,1.0,561.0,34.2719,still_open,high,2024,22
2003,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,552.0,552.0,28.5668,29.0,1.0,552.0,28.5668,still_open,high,2024,21
2004,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,565.0,565.0,32.0666,32.0,1.0,565.0,32.0666,still_open,high,2024,20
2005,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,524.0,524.0,32.298,33.0,1.0,524.0,32.298,still_open,high,2024,19
2006,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,569.0,569.0,33.3786,33.0,1.0,569.0,33.3786,still_open,high,2024,18
2007,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,576.0,576.0,33.5786,33.0,1.0,576.0,33.5786,still_open,high,2024,17
2008,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,577.0,577.0,33.9988,34.0,1.0,577.0,33.9988,still_open,high,2024,16
2009,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,575.0,575.0,30.499,30.0,1.0,575.0,30.499,still_open,high,2024,15
2010,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,529.0,529.0,27.899,27.0,1.0,529.0,27.899,still_open,high,2024,14
2011,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,440.0,440.0,26.9,26.0,1.0,440.0,26.9,still_open,high,2024,13
2012,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,446.0,446.0,27.3,27.0,1.0,446.0,27.3,still_open,high,2024,12
2013,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,441.0,441.0,25.8,25.0,1.0,441.0,25.8,still_open,high,2024,11
2014,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,457.0,457.0,28.735,28.0,1.0,457.0,28.735,still_open,high,2024,10
2015,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,428.0,428.0,28.4,28.0,1.0,428.0,28.4,still_open,high,2024,9
2016,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,393.0,393.0,22.1,22.0,1.0,393.0,22.1,still_open,high,2024,8
2017,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,384.0,384.0,,21.0,1.0,384.0,21.0,still_open,high,2024,7
2018,080345001757,0354,0900,ARROWWOOD ELEMENTARY SCHOOL,375.0,375.0,21.5,21.0,1.0,375.0,21.5,still_open,high,2024,6
2019,080345001757,0354,0900,Arrowwood Elementary School,383.0,383.0,22.0,22.0,1.0,383.0,22.0,still_open,high,2024,5
2020,080345001757,0354,0900,Arrowwood Elementary School,362.0,362.0,,23.0,1.0,362.0,23.0,still_open,high,2024,4
2021,080345001757,0354,0900,Arrowwood Elementary School,367.0,367.0,,22.0,1.0,367.0,22.0,still_open,high,2024,3
2022,080345001757,0354,0900,Arrowwood Elementary School,406.0,406.0,23.5,23.0,1.0,406.0,23.5,still_open,high,2024,2
2023,080345001757,0354,0900,Arrowwood Elementary School,398.0,398.0,23.6,23.0,1.0,398.0,23.6,still_open,high,2024,1
2024,080345001757,0354,0900,Arrowwood Elementary School,390.0,390.0,24.5,24.0,1.0,390.0,24.5,still_open,high,2024,0
2000,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,,538.0,29.4998,29.0,3.0,538.0,29.4998,still_open,high,2024,24
2001,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,565.0,565.0,36.7989,36.0,1.0,565.0,36.7989,still_open,high,2024,23
2002,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,695.0,695.0,38.669,38.0,1.0,695.0,38.669,still_open,high,2024,22
2003,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,792.0,792.0,38.9403,39.0,1.0,792.0,38.9403,still_open,high,2024,21
2004,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,573.0,573.0,33.4671,34.0,1.0,573.0,33.4671,still_open,high,2024,20
2005,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,605.0,605.0,31.499,32.0,1.0,605.0,31.499,still_open,high,2024,19
2006,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,668.0,668.0,34.4986,34.0,1.0,668.0,34.4986,still_open,high,2024,18
2007,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,683.0,683.0,38.8989,38.0,1.0,683.0,38.8989,still_open,high,2024,17
2008,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,580.0,580.0,30.9992,31.0,1.0,580.0,30.9992,still_open,high,2024,16
2009,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,585.0,585.0,32.4293,32.0,1.0,585.0,32.4293,still_open,high,2024,15
2010,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,574.0,574.0,28.094,28.0,1.0,574.0,28.094,still_open,high,2024,14
2011,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,565.0,565.0,27.9,27.0,1.0,565.0,27.9,still_open,high,2024,13
2012,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,581.0,581.0,27.9,27.0,1.0,581.0,27.9,still_open,high,2024,12
2013,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,474.0,474.0,26.47,26.0,1.0,474.0,26.47,still_open,high,2024,11
2014,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,525.0,525.0,27.4095,27.0,1.0,525.0,27.4095,still_open,high,2024,10
2015,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,506.0,506.0,23.9,23.0,1.0,506.0,23.9,still_open,high,2024,9
2016,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,510.0,510.0,25.5,25.0,1.0,510.0,25.5,still_open,high,2024,8
2017,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,489.0,489.0,,26.0,1.0,489.0,26.0,still_open,high,2024,7
2018,080345001785,5745,0900,MEADOW VIEW ELEMENTARY SCHOOL,482.0,482.0,26.8,26.0,1.0,482.0,26.8,still_open,high,2024,6
2019,080345001785,5745,0900,Meadow View Elementary School,488.0,488.0,29.3,29.0,1.0,488.0,29.3,still_open,high,2024,5
2020,080345001785,5745,0900,Meadow View Elementary School,451.0,451.0,,24.0,1.0,451.0,24.0,still_open,high,2024,4
2021,080345001785,5745,0900,Meadow View Elementary School,514.0,514.0,,28.0,1.0,514.0,28.0,still_open,high,2024,3
2022,080345001785,5745,0900,Meadow View Elementary School,533.0,533.0,28.1,28.0,1.0,533.0,28.1,still_open,high,2024,2
2023,080345001785,5745,0900,Meadow View Elementary School,497.0,497.0,27.4,27.0,1.0,497.0,27.4,still_open,high,2024,1
2024,080345001785,5745,0900,Meadow View Elementary School,508.0,508.0,28.0,28.0,1.0,508.0,28.0,still_open,high,2024,0
2001,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,411.0,411.0,23.4998,23.0,3.0,411.0,23.4998,still_open,high,2024,23
2002,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,431.0,431.0,27.9986,28.0,1.0,431.0,27.9986,still_open,high,2024,22
2003,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,416.0,416.0,25.0392,25.0,1.0,416.0,25.0392,still_open,high,2024,21
2004,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,494.0,494.0,27.1988,27.0,1.0,494.0,27.1988,still_open,high,2024,20
2005,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,603.0,603.0,31.3983,32.0,1.0,603.0,31.3983,still_open,high,2024,19
2006,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,746.0,746.0,41.6319,41.0,1.0,746.0,41.6319,still_open,high,2024,18
2007,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,842.0,842.0,46.8691,46.0,1.0,842.0,46.8691,still_open,high,2024,17
2008,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,491.0,491.0,33.0651,33.0,1.0,491.0,33.0651,still_open,high,2024,16
2009,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,549.0,549.0,29.3047,29.0,1.0,549.0,29.3047,still_open,high,2024,15
2010,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,564.0,564.0,29.666,29.0,1.0,564.0,29.666,still_open,high,2024,14
2011,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,577.0,577.0,31.17,31.0,1.0,577.0,31.17,still_open,high,2024,13
2012,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,581.0,581.0,30.3,30.0,1.0,581.0,30.3,still_open,high,2024,12
2013,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,546.0,546.0,29.31,29.0,1.0,546.0,29.31,still_open,high,2024,11
2014,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,614.0,614.0,34.6044,34.0,1.0,614.0,34.6044,still_open,high,2024,10
2015,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,653.0,653.0,36.7,36.0,1.0,653.0,36.7,still_open,high,2024,9
2016,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,601.0,601.0,32.5,32.0,1.0,601.0,32.5,still_open,high,2024,8
2017,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,657.0,657.0,,31.0,1.0,657.0,31.0,still_open,high,2024,7
2018,080345001809,7134,0900,PRAIRIE CROSSING ELEMENTARY SCHOOL,701.0,701.0,36.5,36.0,1.0,701.0,36.5,still_open,high,2024,6
2019,080345001809,7134,0900,Prairie Crossing Elementary School,701.0,701.0,37.5,37.0,1.0,701.0,37.5,still_open,high,2024,5
2020,080345001809,7134,0900,Prairie Crossing Elementary School,673.0,673.0,,41.0,1.0,673.0,41.0,still_open,high,2024,4
2021,080345001809,7134,0900,Prairie Crossing Elementary School,699.0,699.0,,38.0,1.0,699.0,38.0,still_open,high,2024,3
2022,080345001809,7134,0900,Prairie Crossing Elementary School,679.0,679.0,39.0,38.0,1.0,679.0,39.0,still_open,high,2024,2
2023,080345001809,7134,0900,Prairie Crossing Elementary School,610.0,610.0,37.0,36.0,1.0,610.0,37.0,still_open,high,2024,1
2024,080345001809,7134,0900,Prairie Crossing Elementary School,612.0,612.0,35.5,35.0,1.0,612.0,35.5,still_open,high,2024,0
2004,080345001840,8106,0900,SOARING HAWK ELEMENTARY SCHOOL,541.0,541.0,21.9469,22.0,3.0,541.0,21.9469,still_open,high,2024,20
2005,080345001840,8106,0900,SOARING HAWK ELEMENTARY SCHOOL,692.0,692.0,38.2984,39.0,1.0,692.0,38.2984,still_open,high,2024,19
